x,y,z
576,-116,-16
576,-116,-24
576,-116,-33
575,-116,-41
575,-116,-49
574,-115,-58
573,-115,-66
573,-115,-74
573,-115,-82
572,-114,-91
570,-114,-99
569,-114,-107
568,-113,-115
567,-113,-123
566,-113,-131
564,-112,-139
563,-112,-147
562,-111,-155
560,-111,-163
558,-110,-171
556,-110,-178
555,-109,-186
553,-109,-194
551,-108,-201
549,-108,-209
547,-107,-216
545,-106,-223
543,-106,-231
541,-105,-238
539,-104,-245
536,-104,-252
534,-103,-259
531,-102,-266
529,-101,-273
527,-101,-280
524,-100,-286
522,-99,-293
519,-98,-299
517,-98,-306
514,-97,-312
512,-96,-318
508,-95,-324
506,-94,-329
503,-94,-335
501,-93,-340
498,-92,-346
496,-91,-351
493,-90,-356
491,-90,-361
485,-88,-371
483,-87,-375
480,-86,-380
478,-86,-384
475,-85,-389
473,-84,-393
470,-83,-397
468,-83,-401
466,-82,-405
463,-81,-409
461,-81,-412
459,-80,-416
457,-79,-419
455,-79,-422
452,-78,-427
450,-77,-429
448,-77,-432
447,-76,-434
447,-76,-435
445,-76,-437
444,-75,-438
444,-75,-439
443,-75,-440
442,-75,-440
442,-75,-440
442,-75,-441
442,-75,-441
442,-75,-441
442,-75,-440
442,-75,-440
443,-75,-440
443,-75,-439
443,-75,-439
444,-75,-439
444,-75,-439
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
444,-75,-438
