x,y,z
372,521,-121
368,524,-126
363,526,-132
358,529,-137
353,532,-142
348,535,-146
343,538,-151
338,541,-155
332,543,-159
327,546,-163
321,549,-166
315,552,-170
310,554,-173
304,557,-175
299,559,-178
293,562,-181
287,564,-183
282,567,-185
276,569,-187
270,571,-189
265,573,-191
259,575,-192
254,577,-193
248,579,-194
243,581,-195
237,583,-195
232,584,-196
226,586,-196
221,587,-196
216,589,-196
211,590,-195
205,592,-195
200,593,-194
195,594,-194
190,595,-193
185,596,-192
179,597,-192
174,598,-191
169,598,-191
164,599,-191
159,599,-190
154,599,-190
150,599,-190
145,599,-191
140,599,-191
135,599,-192
130,598,-192
125,598,-192
121,597,-193
116,597,-193
112,596,-194
108,595,-194
103,594,-195
98,593,-195
93,593,-195
89,592,-195
85,591,-195
81,590,-195
76,589,-195
72,587,-195
68,586,-195
64,585,-195
59,584,-194
56,583,-194
52,581,-194
49,580,-193
46,579,-193
43,577,-192
41,576,-191
38,575,-190
36,573,-189
34,572,-188
30,569,-187
28,568,-186
26,567,-185
25,565,-184
24,564,-183
22,563,-182
21,562,-181
20,561,-180
19,559,-179
17,558,-179
16,557,-178
15,556,-178
15,555,-177
15,553,-177
14,552,-177
13,551,-177
13,550,-178
13,549,-178
12,548,-178
12,547,-179
12,545,-179
12,543,-180
12,542,-181
12,541,-181
12,540,-182
12,539,-183
12,538,-183
12,537,-184
12,536,-185
12,535,-185
12,534,-186
12,534,-186
12,533,-187
12,533,-187
13,532,-187
13,531,-187
13,531,-187
13,530,-187
14,530,-187
14,530,-187
14,529,-187
14,529,-187
14,529,-187
14,528,-186
14,528,-186
13,528,-186
13,528,-186
13,527,-185
13,527,-185
13,527,-185
13,527,-185
13,527,-185
13,526,-184
12,526,-184
13,526,-184
13,526,-184
13,526,-184
