x,y,z
343,468,275
347,469,269
349,471,263
352,472,256
354,473,249
357,474,243
360,476,236
361,477,230
364,478,223
365,479,216
368,480,210
370,481,203
372,481,197
374,482,190
376,483,184
377,484,177
378,485,171
380,486,164
381,487,158
381,487,152
382,488,146
383,489,139
384,490,133
384,491,127
385,492,122
385,493,116
385,495,110
385,496,105
385,497,99
385,498,94
384,499,88
384,500,83
383,501,78
382,503,73
381,504,68
381,505,64
380,506,59
378,508,55
377,509,51
376,511,46
374,512,42
372,514,38
371,515,35
368,517,31
366,518,27
361,522,20
359,523,17
356,525,14
354,527,11
351,528,8
348,530,5
345,532,3
342,534,0
338,535,-2
335,537,-4
332,539,-6
328,540,-8
325,542,-10
321,543,-12
317,545,-14
314,546,-16
310,548,-18
306,549,-19
302,551,-21
298,552,-22
294,553,-23
290,555,-24
286,556,-25
282,557,-26
278,558,-27
273,559,-27
269,560,-27
265,561,-28
261,562,-28
256,562,-29
252,563,-29
248,564,-30
244,564,-30
239,565,-31
235,565,-31
231,565,-32
228,566,-32
223,566,-33
219,566,-33
216,566,-34
212,566,-34
208,566,-35
204,566,-35
201,566,-36
197,565,-36
194,565,-37
190,565,-37
187,565,-38
184,564,-38
180,564,-39
174,563,-40
172,563,-40
168,562,-40
166,562,-41
163,561,-41
158,560,-42
157,560,-42
154,559,-43
152,559,-43
150,558,-43
148,558,-44
147,557,-44
145,557,-44
143,556,-44
142,556,-45
141,556,-45
140,555,-45
138,555,-45
137,555,-45
136,554,-45
136,554,-46
135,554,-46
134,554,-46
134,554,-46
133,553,-46
133,553,-46
133,553,-46
133,553,-46
133,553,-46
133,553,-46
133,553,-46
133,553,-46
133,553,-46
147,-624,-147
147,-624,-147
146,-624,-147
145,-625,-147
144,-625,-147
143,-625,-147
142,-625,-147
142,-626,-147
141,-626,-147
141,-626,-147
141,-626,-147
140,-626,-147
139,-626,-147
139,-626,-147
138,-627,-147
138,-627,-147
137,-627,-147
137,-627,-147
136,-627,-147
136,-627,-147
136,-627,-147
136,-627,-147
136,-627,-147
136,-627,-147
136,-627,-147
136,-627,-147
136,-627,-147
137,-627,-147
138,-627,-147
139,-626,-147
141,-626,-147
141,-626,-147
143,-625,-147
146,-625,-147
147,-624,-147
150,-623,-147
153,-622,-147
156,-621,-147
159,-620,-147
163,-619,-147
167,-618,-147
170,-616,-147
174,-615,-147
179,-613,-147
184,-611,-147
189,-609,-147
194,-607,-147
199,-605,-147
205,-602,-147
211,-600,-147
217,-597,-147
223,-594,-147
228,-591,-147
235,-587,-147
242,-584,-147
248,-580,-147
255,-576,-147
261,-572,-147
269,-567,-147
276,-563,-147
283,-558,-147
290,-553,-147
298,-548,-147
305,-542,-147
312,-537,-147
320,-531,-147
327,-524,-147
334,-518,-147
342,-511,-147
349,-504,-147
356,-497,-147
364,-490,-147
371,-483,-147
377,-475,-148
384,-468,-147
392,-460,-147
398,-452,-147
404,-443,-147
419,-425,-147
425,-417,-147
429,-410,-148
436,-401,-148
441,-392,-148
447,-383,-148
452,-374,-148
458,-364,-148
463,-355,-148
468,-346,-148
473,-336,-148
478,-326,-148
482,-317,-148
487,-307,-148
491,-297,-148
496,-287,-148
499,-278,-148
503,-268,-148
507,-258,-148
510,-248,-148
513,-238,-148
517,-228,-148
520,-218,-148
523,-208,-148
525,-199,-148
528,-189,-148
530,-179,-148
533,-170,-148
534,-160,-148
537,-151,-148
539,-142,-148
540,-133,-148
542,-121,-148
544,-113,-148
545,-104,-148
546,-96,-148
547,-87,-148
548,-79,-148
549,-71,-148
550,-63,-148
551,-55,-148
551,-47,-148
551,-40,-148
551,-33,-148
552,-26,-148
552,-20,-148
552,-13,-148
553,-7,-148
553,-1,-147
553,4,-147
553,10,-147
553,15,-147
553,20,-147
553,25,-147
553,29,-147
553,34,-146
553,38,-146
553,42,-146
553,45,-146
553,49,-145
553,52,-145
553,54,-145
553,57,-144
553,59,-144
553,61,-144
554,63,-144
554,64,-143
554,65,-143
554,66,-143
554,67,-142
554,67,-142
554,67,-142
555,66,-142
555,65,-142
555,64,-142
555,62,-142
556,61,-142
556,58,-142
556,56,-142
556,53,-142
556,49,-142
556,46,-142
556,44,-142
556,41,-142
556,40,-142
556,39,-142
556,38,-142
556,37,-142
556,36,-142
556,35,-142
556,34,-142
557,32,-142
557,30,-142
557,28,-142
557,23,-142
557,21,-142
557,18,-142
557,14,-142
557,11,-142
557,6,-142
557,2,-142
557,-2,-142
557,-8,-141
557,-13,-141
557,-20,-141
557,-26,-141
557,-33,-141
556,-40,-142
556,-47,-142
556,-54,-142
555,-62,-142
555,-71,-142
554,-79,-142
552,-88,-142
551,-97,-142
551,-106,-142
549,-115,-142
547,-124,-142
546,-133,-142
544,-142,-142
542,-152,-142
540,-161,-142
538,-171,-142
535,-181,-142
534,-191,-142
529,-203,-142
527,-213,-142
524,-222,-142
521,-232,-142
518,-241,-142
514,-251,-142
511,-261,-142
507,-270,-142
504,-280,-142
500,-289,-142
496,-298,-142
491,-308,-142
487,-317,-142
483,-326,-142
479,-335,-142
474,-343,-142
469,-352,-142
464,-360,-142
460,-369,-142
455,-377,-142
450,-385,-142
445,-393,-142
440,-401,-142
435,-408,-142
430,-416,-142
424,-423,-142
419,-430,-142
414,-437,-142
408,-444,-142
402,-451,-142
397,-458,-142
391,-464,-142
385,-471,-142
380,-477,-142
374,-483,-142
368,-489,-142
362,-495,-142
356,-501,-142
350,-506,-142
344,-512,-142
338,-517,-142
332,-522,-142
327,-527,-142
321,-532,-142
315,-537,-142
309,-542,-142
303,-546,-142
297,-550,-142
291,-555,-142
285,-559,-142
279,-563,-142
273,-567,-142
267,-570,-142
261,-574,-142
256,-577,-142
250,-581,-142
244,-584,-142
239,-587,-142
233,-590,-142
228,-593,-142
222,-596,-142
217,-598,-142
206,-603,-142
201,-606,-142
195,-608,-142
190,-610,-142
185,-612,-142
179,-614,-142
175,-616,-142
170,-618,-142
166,-619,-142
161,-621,-142
157,-622,-142
152,-624,-142
148,-625,-142
144,-626,-142
140,-628,-142
136,-629,-142
131,-630,-142
127,-631,-142
124,-632,-142
120,-633,-142
116,-633,-142
113,-634,-142
109,-635,-142
107,-636,-142
103,-636,-142
101,-637,-142
98,-637,-142
96,-638,-142
93,-638,-142
91,-639,-142
89,-639,-142
87,-639,-142
86,-640,-142
84,-640,-142
82,-640,-142
81,-640,-142
80,-640,-142
79,-641,-142
78,-641,-142
77,-641,-142
76,-641,-142
76,-641,-142
76,-641,-142
75,-641,-142
75,-641,-142
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-343
463,-40,-342
463,-40,-341
464,-40,-340
466,-41,-337
467,-41,-335
469,-42,-332
470,-42,-329
471,-43,-326
474,-43,-322
475,-44,-317
477,-44,-313
480,-45,-307
482,-46,-302
485,-47,-295
487,-48,-289
491,-49,-281
493,-50,-274
500,-52,-256
502,-53,-247
506,-54,-237
509,-55,-227
512,-56,-216
515,-56,-205
518,-57,-194
520,-58,-183
523,-59,-171
525,-60,-159
528,-61,-146
530,-61,-133
532,-62,-121
534,-63,-107
535,-63,-94
537,-64,-81
538,-64,-68
540,-64,-54
540,-65,-41
540,-65,-27
540,-65,-14
541,-65,0
540,-65,13
540,-65,26
540,-64,40
539,-64,54
538,-64,67
537,-63,81
535,-63,95
532,-62,121
529,-61,134
527,-61,147
524,-60,160
522,-59,173
518,-58,186
515,-58,199
512,-57,211
508,-56,224
505,-54,236
501,-53,248
496,-52,259
492,-51,271
488,-49,282
484,-48,293
479,-46,304
474,-45,315
469,-43,325
465,-41,335
460,-40,344
456,-38,354
451,-37,363
446,-35,372
442,-34,380
436,-32,388
432,-31,396
428,-30,403
424,-28,410
419,-27,417
415,-26,423
411,-24,430
407,-23,436
402,-21,443
398,-20,448
395,-19,453
392,-18,458
388,-17,463
386,-16,467
382,-15,472
379,-14,476
376,-13,480
374,-12,484
371,-11,487
369,-11,491
366,-10,494
364,-9,497
362,-8,500
360,-8,503
358,-7,505
357,-7,508
355,-6,510
354,-6,512
353,-6,513
353,-5,515
352,-5,516
352,-5,517
352,-5,518
352,-5,519
352,-5,519
353,-6,519
354,-6,519
355,-6,519
357,-7,518
360,-8,517
361,-8,515
364,-9,514
366,-10,512
369,-11,511
372,-12,508
375,-13,506
378,-14,504
381,-15,501
385,-15,498
388,-16,495
392,-18,492
396,-19,489
400,-20,485
404,-21,481
409,-22,476
413,-23,472
418,-24,467
422,-26,462
427,-27,457
432,-28,451
437,-29,445
442,-31,439
447,-32,433
452,-34,426
458,-35,419
463,-36,411
468,-38,404
473,-39,396
479,-40,387
484,-42,379
495,-45,360
500,-46,351
505,-48,341
510,-49,331
515,-51,320
520,-52,310
524,-54,299
529,-55,287
534,-57,276
539,-58,264
543,-60,252
547,-61,239
551,-63,226
555,-64,214
558,-65,200
562,-66,187
565,-68,173
568,-68,160
571,-69,146
573,-70,132
575,-71,119
578,-71,105
579,-72,91
581,-73,77
582,-73,63
583,-73,50
584,-73,36
584,-74,23
584,-74,9
584,-74,-3
584,-74,-16
584,-74,-30
584,-73,-43
583,-73,-55
582,-73,-67
580,-72,-79
579,-72,-91
578,-72,-103
576,-71,-114
574,-70,-125
573,-70,-136
570,-69,-147
568,-69,-158
566,-68,-168
563,-67,-179
561,-66,-189
558,-65,-198
556,-65,-208
553,-64,-218
547,-62,-235
545,-61,-244
541,-60,-252
538,-59,-261
535,-58,-269
532,-57,-277
529,-56,-284
526,-55,-291
523,-54,-297
516,-52,-310
513,-51,-316
510,-50,-322
507,-49,-327
504,-48,-333
502,-47,-338
497,-46,-344
495,-45,-348
490,-43,-355
487,-43,-359
485,-42,-362
482,-41,-365
480,-40,-369
477,-39,-371
475,-39,-374
473,-38,-376
471,-37,-378
469,-37,-380
467,-36,-382
464,-35,-384
463,-35,-385
462,-34,-385
461,-34,-385
460,-34,-385
460,-34,-385
459,-34,-384
459,-34,-383
459,-34,-380
460,-34,-378
460,-34,-377
461,-34,-375
462,-34,-373
462,-35,-371
463,-35,-369
463,-35,-366
463,-35,-365
464,-35,-364
464,-36,-363
465,-36,-362
465,-36,-362
465,-36,-362
447,182,-165
447,183,-165
447,183,-165
447,183,-165
447,183,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-165
447,184,-164
447,184,-164
447,184,-164
447,184,-163
447,184,-163
447,184,-162
447,184,-162
447,183,-161
448,183,-160
448,182,-159
449,182,-158
450,181,-157
450,181,-155
451,180,-154
452,179,-153
452,178,-151
453,177,-149
454,176,-147
455,175,-145
456,174,-143
458,172,-141
458,171,-139
459,169,-136
461,167,-134
462,165,-131
463,163,-128
465,161,-126
467,159,-123
469,157,-119
470,154,-116
472,151,-113
474,148,-109
475,146,-106
477,143,-102
479,140,-99
480,136,-95
482,133,-91
485,130,-87
486,127,-83
488,123,-79
490,120,-75
491,116,-71
493,113,-67
495,109,-63
496,105,-59
498,102,-55
500,98,-51
503,91,-43
505,87,-39
507,84,-35
508,80,-31
509,77,-27
511,73,-23
512,70,-19
513,66,-15
515,63,-11
516,59,-7
517,56,-3
518,52,0
519,49,3
521,45,7
522,42,10
523,39,14
523,35,17
525,32,21
526,28,24
527,25,27
528,22,30
529,19,33
529,15,36
530,12,39
531,8,41
532,5,44
533,2,46
534,-1,48
534,-4,50
535,-8,52
535,-11,54
536,-14,55
537,-18,56
538,-21,57
539,-24,58
539,-27,59
540,-31,60
540,-34,61
540,-37,62
541,-39,63
541,-42,63
542,-45,64
542,-47,65
543,-49,66
543,-51,67
544,-53,67
544,-54,68
544,-56,69
545,-57,69
545,-57,70
545,-58,70
545,-58,71
545,-58,72
545,-57,72
546,-57,73
546,-56,74
546,-55,75
546,-53,75
546,-52,76
546,-50,77
547,-46,78
547,-44,79
547,-41,79
547,-39,79
547,-36,80
547,-33,80
547,-30,79
547,-27,79
547,-24,78
547,-21,77
548,-18,76
548,-15,75
548,-11,73
548,-8,71
548,-5,69
549,-2,66
549,0,64
549,2,61
550,5,57
550,8,54
550,11,50
550,14,46
550,17,42
551,21,37
551,24,33
551,27,28
551,30,23
551,34,18
550,38,13
550,42,8
550,46,3
549,50,-1
548,54,-7
548,59,-12
547,63,-17
546,68,-23
545,73,-28
544,78,-33
543,83,-39
542,88,-44
540,93,-49
539,98,-54
537,103,-59
536,107,-63
534,112,-68
532,117,-73
530,122,-78
529,126,-82
527,131,-87
524,135,-92
523,140,-96
520,144,-101
518,148,-105
516,152,-109
513,156,-113
512,160,-117
509,163,-121
507,167,-125
505,170,-129
502,173,-132
500,176,-136
498,179,-139
496,182,-142
493,185,-145
491,187,-148
489,190,-151
486,192,-153
485,195,-156
482,197,-158
480,200,-161
478,202,-163
475,204,-165
473,206,-167
471,209,-169
469,211,-170
467,213,-172
464,214,-173
463,216,-175
460,218,-176
458,220,-177
457,221,-178
455,223,-179
452,224,-180
451,226,-180
449,227,-181
447,228,-181
446,229,-182
444,230,-182
443,231,-182
442,231,-183
440,232,-183
439,233,-183
437,233,-183
436,233,-183
435,234,-183
434,234,-183
433,234,-183
431,234,-184
431,234,-184
430,234,-184
429,234,-184
428,234,-184
426,234,-184
425,234,-184
425,233,-184
424,233,-184
423,232,-184
423,232,-184
422,231,-185
421,231,-185
420,230,-185
420,230,-185
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-166
70,497,-165
70,497,-165
70,497,-165
70,498,-164
70,498,-164
69,498,-163
68,498,-163
67,499,-162
66,499,-161
65,500,-160
64,500,-159
62,501,-158
60,501,-157
59,502,-156
56,502,-154
54,503,-153
51,504,-152
48,504,-150
46,505,-148
43,506,-147
39,506,-145
36,507,-143
32,507,-141
29,508,-139
26,509,-136
22,509,-134
19,510,-131
15,511,-129
12,511,-126
9,512,-123
5,512,-119
2,513,-116
0,514,-112
-4,514,-108
-6,515,-104
-8,515,-100
-10,516,-96
-11,517,-92
-11,517,-87
-12,518,-82
-13,519,-77
-13,519,-72
-13,520,-67
-13,520,-62
-13,521,-57
-13,521,-52
-13,522,-40
-13,523,-35
-14,523,-30
-14,523,-24
-14,523,-19
-15,523,-13
-15,523,-7
-15,523,-2
-15,523,3
-15,523,9
-16,523,15
-16,523,20
-16,522,26
-16,522,32
-16,522,38
-15,521,44
-15,521,50
-15,520,56
-14,519,62
-13,519,68
-13,518,75
-12,517,81
-11,516,87
-11,516,93
-9,515,99
-8,514,105
-7,513,111
-5,512,117
-4,510,123
-3,509,129
-1,508,135
0,507,141
2,506,147
4,504,152
6,503,158
8,502,164
10,500,170
12,499,175
15,497,181
17,496,186
21,494,192
23,492,197
26,491,202
30,489,207
33,487,212
37,485,217
41,484,222
44,482,227
48,480,232
53,478,236
57,477,240
61,475,245
66,473,249
71,471,252
76,470,256
81,468,259
86,466,263
92,464,266
97,463,269
103,461,271
108,459,274
114,458,276
120,456,278
127,454,280
140,451,284
146,449,285
152,447,287
158,445,288
164,443,290
171,441,291
178,439,292
184,437,293
190,435,294
196,433,295
202,431,296
208,428,296
215,426,297
221,424,298
227,422,298
233,420,298
239,417,298
245,415,299
250,413,299
256,411,298
261,409,298
267,407,298
272,406,297
278,404,296
283,402,296
289,401,295
294,400,294
298,399,293
302,398,291
306,398,290
310,397,288
315,397,287
319,397,285
322,397,283
326,397,281
330,397,280
333,397,277
337,397,275
341,398,273
344,398,271
348,398,269
351,398,266
355,398,264
359,398,261
362,399,258
365,399,256
369,399,253
372,399,250
376,400,247
379,400,244
385,401,238
388,401,234
391,401,231
394,402,228
397,402,225
400,402,221
403,402,218
405,403,215
408,403,211
410,403,208
413,404,204
415,404,201
418,405,197
420,405,194
422,405,190
425,406,187
427,406,183
429,406,180
431,407,176
433,407,173
435,408,169
436,408,166
438,408,162
440,409,158
442,409,155
443,410,151
444,410,148
446,411,144
447,412,140
448,412,136
451,414,129
452,415,125
452,416,121
453,417,117
454,418,114
454,419,110
455,420,106
456,421,102
457,422,99
457,423,95
458,424,92
458,425,88
458,425,85
458,426,81
458,427,78
459,428,75
459,429,71
459,430,68
459,431,65
459,432,62
459,433,58
459,434,55
459,435,52
459,435,49
459,436,45
459,437,42
458,438,39
458,439,36
458,440,33
458,441,29
458,443,23
457,444,20
456,445,17
456,446,14
455,447,11
454,448,8
454,449,5
453,450,2
452,451,0
451,453,-3
450,454,-6
448,456,-8
447,457,-11
446,459,-14
445,460,-17
443,462,-19
442,464,-21
440,466,-23
438,468,-24
436,470,-25
435,472,-26
433,474,-27
431,476,-28
430,478,-29
427,480,-31
425,482,-32
424,484,-35
422,486,-37
420,488,-40
418,490,-44
415,492,-48
413,494,-52
410,496,-57
408,498,-62
405,500,-67
402,502,-73
399,504,-79
396,506,-84
392,509,-91
389,511,-97
385,513,-103
381,516,-109
377,518,-115
372,521,-121
368,524,-126
363,526,-132
358,529,-137
353,532,-142
348,535,-146
343,538,-151
338,541,-155
332,543,-159
327,546,-163
321,549,-166
315,552,-170
310,554,-173
304,557,-175
299,559,-178
293,562,-181
287,564,-183
282,567,-185
276,569,-187
270,571,-189
265,573,-191
259,575,-192
254,577,-193
248,579,-194
243,581,-195
237,583,-195
232,584,-196
226,586,-196
221,587,-196
216,589,-196
211,590,-195
205,592,-195
200,593,-194
195,594,-194
190,595,-193
185,596,-192
179,597,-192
174,598,-191
169,598,-191
164,599,-191
159,599,-190
154,599,-190
150,599,-190
145,599,-191
140,599,-191
135,599,-192
130,598,-192
125,598,-192
121,597,-193
116,597,-193
112,596,-194
108,595,-194
103,594,-195
98,593,-195
93,593,-195
89,592,-195
85,591,-195
81,590,-195
76,589,-195
72,587,-195
68,586,-195
64,585,-195
59,584,-194
56,583,-194
52,581,-194
49,580,-193
46,579,-193
43,577,-192
41,576,-191
38,575,-190
36,573,-189
34,572,-188
30,569,-187
28,568,-186
26,567,-185
25,565,-184
24,564,-183
22,563,-182
21,562,-181
20,561,-180
19,559,-179
17,558,-179
16,557,-178
15,556,-178
15,555,-177
15,553,-177
14,552,-177
13,551,-177
13,550,-178
13,549,-178
12,548,-178
12,547,-179
12,545,-179
12,543,-180
12,542,-181
12,541,-181
12,540,-182
12,539,-183
12,538,-183
12,537,-184
12,536,-185
12,535,-185
12,534,-186
12,534,-186
12,533,-187
12,533,-187
13,532,-187
13,531,-187
13,531,-187
13,530,-187
14,530,-187
14,530,-187
14,529,-187
14,529,-187
14,529,-187
14,528,-186
14,528,-186
13,528,-186
13,528,-186
13,527,-185
13,527,-185
13,527,-185
13,527,-185
13,527,-185
13,526,-184
12,526,-184
13,526,-184
13,526,-184
13,526,-184
75,-641,-148
75,-641,-148
75,-641,-149
75,-641,-149
75,-641,-149
75,-641,-149
75,-641,-149
75,-641,-149
75,-641,-149
75,-641,-150
75,-641,-150
75,-641,-150
75,-641,-150
75,-641,-150
76,-641,-150
76,-641,-150
76,-641,-151
76,-641,-151
76,-641,-151
76,-641,-151
77,-641,-151
78,-641,-151
78,-641,-151
80,-641,-151
81,-641,-151
81,-640,-151
83,-640,-151
84,-640,-151
86,-640,-151
87,-640,-151
90,-639,-151
92,-639,-151
94,-638,-151
97,-638,-151
99,-637,-151
103,-637,-151
105,-636,-151
108,-635,-151
113,-635,-151
116,-634,-151
120,-633,-151
125,-632,-151
130,-631,-151
134,-629,-151
139,-628,-151
143,-627,-151
148,-625,-151
154,-623,-151
159,-622,-151
165,-620,-151
171,-618,-151
177,-615,-151
183,-613,-151
189,-611,-151
196,-608,-151
201,-605,-151
208,-602,-151
215,-599,-151
222,-596,-151
228,-592,-151
236,-588,-151
243,-585,-151
250,-581,-151
257,-576,-151
265,-572,-151
272,-567,-151
279,-562,-151
287,-557,-151
294,-552,-151
301,-546,-151
309,-541,-151
316,-535,-151
324,-528,-151
331,-522,-151
338,-516,-151
346,-509,-151
354,-502,-151
360,-495,-151
368,-487,-151
375,-480,-151
381,-472,-151
388,-464,-151
403,-448,-151
409,-439,-151
415,-431,-151
421,-422,-151
428,-413,-151
434,-404,-151
440,-395,-151
446,-386,-151
451,-377,-151
457,-367,-151
462,-358,-151
467,-348,-151
472,-339,-151
477,-329,-151
481,-319,-151
486,-309,-151
491,-299,-151
495,-288,-151
499,-278,-151
503,-268,-151
507,-257,-151
510,-247,-151
513,-237,-151
517,-226,-151
520,-216,-151
523,-205,-151
526,-195,-151
529,-185,-151
530,-174,-151
533,-163,-151
535,-153,-151
537,-143,-151
539,-134,-151
540,-124,-151
542,-114,-151
543,-105,-151
545,-96,-151
545,-87,-151
546,-78,-151
547,-69,-151
548,-61,-151
549,-52,-151
550,-44,-151
550,-36,-151
551,-28,-151
551,-21,-151
551,-13,-151
551,-6,-151
551,0,-151
551,7,-151
551,14,-151
551,21,-151
551,27,-151
551,34,-151
551,40,-151
551,46,-151
550,52,-151
550,57,-151
550,63,-151
550,68,-151
549,73,-151
549,78,-151
549,82,-151
548,86,-151
548,90,-151
548,94,-151
547,97,-151
547,100,-151
547,103,-151
547,106,-151
547,108,-151
547,110,-151
547,111,-151
547,113,-151
547,114,-151
547,114,-151
547,115,-151
547,115,-151
548,114,-151
548,114,-151
549,113,-151
549,111,-151
549,110,-151
550,108,-151
551,105,-151
551,102,-151
551,99,-151
552,95,-151
552,91,-151
553,87,-151
554,82,-151
554,77,-151
555,72,-151
555,68,-151
555,65,-151
556,62,-151
556,60,-151
556,58,-151
556,55,-151
556,53,-151
556,51,-151
556,48,-151
556,45,-151
556,43,-151
556,40,-151
557,37,-151
557,34,-151
557,31,-151
557,27,-151
557,24,-151
557,20,-151
558,15,-151
558,10,-151
558,5,-151
558,0,-151
558,-5,-151
558,-11,-151
558,-17,-151
557,-29,-151
557,-36,-151
556,-43,-151
556,-50,-151
556,-58,-151
555,-66,-151
555,-73,-151
554,-81,-151
553,-89,-151
551,-97,-151
551,-105,-151
550,-113,-151
548,-122,-151
546,-130,-151
545,-139,-151
544,-147,-151
542,-155,-151
540,-164,-151
538,-172,-151
536,-181,-151
534,-189,-151
532,-198,-151
529,-206,-151
527,-215,-151
522,-232,-151
518,-240,-151
516,-248,-151
513,-256,-151
510,-264,-151
507,-272,-151
504,-280,-151
501,-288,-151
497,-296,-151
494,-303,-151
491,-311,-151
487,-318,-151
484,-326,-151
480,-333,-151
476,-340,-151
473,-347,-151
469,-354,-151
465,-360,-151
461,-367,-151
458,-373,-151
453,-380,-151
449,-386,-151
446,-392,-151
442,-398,-151
437,-404,-151
433,-410,-151
429,-416,-151
425,-422,-151
421,-428,-151
417,-433,-151
413,-439,-151
409,-444,-151
404,-449,-151
400,-454,-151
396,-459,-151
392,-464,-151
387,-469,-151
383,-474,-151
378,-479,-151
374,-483,-151
370,-487,-151
365,-492,-151
361,-496,-151
357,-501,-151
353,-505,-151
349,-509,-151
344,-512,-151
340,-516,-151
336,-520,-151
332,-524,-151
327,-527,-151
322,-531,-151
318,-534,-151
314,-538,-151
310,-541,-151
305,-544,-151
301,-547,-151
297,-551,-151
293,-554,-151
289,-557,-151
284,-559,-151
280,-562,-151
276,-565,-151
272,-568,-151
267,-571,-151
263,-573,-151
259,-576,-151
255,-578,-151
250,-581,-151
246,-583,-151
242,-585,-151
238,-588,-151
234,-590,-151
225,-594,-151
221,-597,-151
217,-599,-151
212,-600,-151
208,-602,-151
204,-604,-151
196,-608,-151
192,-610,-151
188,-611,-151
184,-613,-151
179,-614,-151
176,-616,-151
172,-617,-151
168,-619,-151
164,-620,-151
161,-621,-151
157,-622,-151
154,-624,-151
151,-625,-151
147,-626,-151
144,-627,-151
141,-627,-151
139,-628,-151
136,-629,-151
134,-630,-151
131,-630,-151
129,-631,-151
127,-631,-151
125,-632,-151
124,-632,-151
122,-632,-151
121,-633,-151
119,-633,-151
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-235
532,-107,-234
532,-107,-234
532,-107,-234
532,-107,-234
532,-107,-234
532,-107,-233
533,-107,-233
533,-107,-232
533,-107,-232
533,-106,-231
533,-106,-230
534,-105,-229
534,-104,-228
534,-103,-226
534,-102,-225
535,-101,-223
535,-100,-221
536,-98,-220
536,-96,-218
537,-95,-215
538,-92,-213
539,-90,-210
539,-88,-208
540,-85,-205
540,-82,-202
541,-78,-198
542,-75,-195
543,-72,-191
544,-68,-187
544,-64,-183
545,-60,-179
